"","Control_1h_vs_CAZSAM_1h.logFC","Control_1h_vs_CAZSAM_1h.AveExpr","Control_1h_vs_CAZSAM_1h.t","Control_1h_vs_CAZSAM_1h.P.Value","Control_1h_vs_CAZSAM_1h.adj.P.Val","Control_1h_vs_CAZSAM_1h.B","Control_3h_vs_CAZSAM_3h.logFC","Control_3h_vs_CAZSAM_3h.AveExpr","Control_3h_vs_CAZSAM_3h.t","Control_3h_vs_CAZSAM_3h.P.Value","Control_3h_vs_CAZSAM_3h.adj.P.Val","Control_3h_vs_CAZSAM_3h.B","Control_6h_vs_CAZSAM_6h.logFC","Control_6h_vs_CAZSAM_6h.AveExpr","Control_6h_vs_CAZSAM_6h.t","Control_6h_vs_CAZSAM_6h.P.Value","Control_6h_vs_CAZSAM_6h.adj.P.Val","Control_6h_vs_CAZSAM_6h.B","Geneid","Chr","Start","End","Strand","Length","X5_LCH3194_L7.sorted.bam","X6_LCH3195_L7.sorted.bam","sample4.sorted.bam","X10_LCH3199_L7.sorted.bam","X11_LCH3200_L7.sorted.bam","X12_LCH3201_L7.sorted.bam","X17_LCH3206_L7.sorted.bam","X18_LCH3207_L7.sorted.bam","sample16.sorted.bam","X1_LCH3190_L7.sorted.bam","X2_LCH3191_L7.sorted.bam","X3_LCH3192_L7.sorted.bam","X7_LCH3196_L7.sorted.bam","X8_LCH3197_L7.sorted.bam","X9_LCH3198_L7.sorted.bam","X14_LCH3203_L7.sorted.bam","sample13.sorted.bam","sample15.sorted.bam"
"1384",1.95870004617851,-0.359008427572685,2.01786847628259,0.0567901636465006,0.252311927393021,-3.86237436685798,-0.686368124347407,-0.359008427572685,-0.831699841337553,0.415095887070172,0.595673696766207,-5.44046485419743,0.740719668709431,-0.359008427572685,0.927067775690493,0.364604154468623,0.438328207178936,-5.53979891428024,"KPMAK6_01410","contig00003","173076","173246","-","171",7,5,3,2,10,1,3,6,8,0,2,2,2,9,4,7,1,3
"1385",-0.244178111790585,3.40137237661999,-1.08543770850383,0.290241348127595,0.611592192933177,-5.83789844157727,-0.328956301158013,3.40137237661999,-1.53364813338337,0.140300174597605,0.27551812552702,-5.75064470604051,0.792720962927956,3.40137237661999,2.9221790627988,0.0082413727993372,0.015352810765027,-3.14894681198717,"KPMAK6_01411","contig00003","174286","175170","-","885",41,48,54,54,71,48,62,46,37,76,69,45,60,75,56,33,25,28
"1386",0.593722769956955,1.90026955169004,1.41290791458967,0.172583416160012,0.475979031105234,-5.00892037829178,0.945206487973424,1.90026955169004,2.14246441634925,0.0442422671511951,0.116111612616364,-4.21742773024201,0.518675739069575,1.90026955169004,1.16393835939992,0.257725567755684,0.326383464404142,-5.80081026076874,"KPMAK6_01412","contig00003","175327","175842","+","516",15,20,31,31,18,30,29,12,19,17,13,17,7,12,18,11,14,16
"1387",0.161868148793955,5.46131005195208,0.928844629576774,0.363704099746581,0.676368642875917,-6.52119894053051,1.24650971630515,5.46131005195208,6.58211985300281,1.75937337991816e-06,2.25630096489662e-05,4.82278980132045,1.98165757811742,5.46131005195208,11.2654333851486,2.83450448193957e-10,2.82765530754084e-09,13.5449558732227,"KPMAK6_01413","contig00003","175850","176686","+","837",172,232,204,379,238,297,531,464,433,179,226,195,73,144,129,119,104,154
"1388",0.961438039195711,6.30300844984431,5.25595659673233,3.46408874175758e-05,0.000885322108429187,1.9305125775678,2.63385643912884,6.30300844984431,11.6168606421296,1.63292086675067e-10,7.44499703904114e-09,14.1985841446055,2.94706025699537,6.30300844984431,14.07151826906,4.77974425073997e-12,8.35598937906235e-11,17.6566101789855,"KPMAK6_01414","contig00003","176774","176923","-","150",540,566,548,743,811,941,1024,1148,1080,323,442,204,134,148,81,166,145,129
"1389",-0.421202784770069,6.98648688281135,-3.65997058384481,0.00149295587293792,0.0188562186274397,-1.890546060786,-0.212499071886131,6.98648688281135,-1.82439215778133,0.0826019755925877,0.187513453888872,-6.08577401778486,0.091270758278224,6.98648688281135,0.836417935299845,0.412497629273554,0.486352103759043,-7.57815979526271,"KPMAK6_01415","contig00003","177325","177759","+","435",434,524,446,574,502,497,772,675,696,701,725,650,547,587,484,651,593,864
"1390",-0.572840579881638,5.38522026097786,-3.51151365942182,0.00211642991180388,0.0247470138053408,-1.93032544410512,-0.546522421346803,5.38522026097786,-3.35942289793067,0.00301958565478589,0.0132186918509265,-2.68605403115079,-0.36477573922324,5.38522026097786,-2.27967244629322,0.0333740990278341,0.0535002358071642,-5.14996793881711,"KPMAK6_01416","contig00003","177805","178521","+","717",137,197,130,196,141,174,205,144,179,272,294,197,195,233,231,221,226,250
"1391",-0.0127042827430484,2.31219438647725,-0.030932953146297,0.975620128598106,0.991760730213153,-6.08719003758616,-0.221828122714982,2.31219438647725,-0.480485665204795,0.635934729011459,0.777275725093207,-6.285454499649,-0.0700416322305637,2.31219438647725,-0.166302387415417,0.869537049826971,0.897703443400084,-6.6481325238129,"KPMAK6_01417","contig00003","178606","178815","+","210",24,25,23,26,15,18,25,22,21,33,30,19,24,13,27,32,42,12
"1392",-0.0967624657074033,8.07332855423268,-1.06498423088057,0.299181759174686,0.618770135449149,-6.8794091530238,-0.0128066135508051,8.07332855423268,-0.132125159070514,0.89616463010104,0.943650058627187,-7.82575492351651,0.602731664511571,8.07332855423268,6.38460235274051,2.7062143194338e-06,1.03081989016332e-05,3.74038411805994,"KPMAK6_01418","contig00003","179128","179763","-","636",1448,1651,1381,1100,1095,1044,1654,1544,1278,1653,2036,1609,1051,982,874,958,1111,1000
"1393",-0.0700277954757125,6.5211984077087,-0.546976137722464,0.590259654316632,0.833901701995741,-7.04179662165268,-0.526916879348047,6.5211984077087,-4.28352713207274,0.000340903806237125,0.00206271784450355,-0.817027977978314,-0.520205027175112,6.5211984077087,-3.94596330683063,0.000759291136101283,0.00175954901876321,-1.71473247631511,"KPMAK6_01419","contig00003","180013","180642","+","630",314,440,435,399,474,437,334,371,255,444,504,421,515,580,576,408,441,590
"1394",0.502156252741832,2.89687901722393,1.77682756559887,0.0903366339458012,0.33162565963551,-4.82922384874923,0.0769522269083853,2.89687901722393,0.256751705113494,0.799912020129433,0.884782582273943,-6.65924136052161,0.061853302244006,2.89687901722393,0.174973863914122,0.862804959430489,0.892746137895399,-6.68583278063086,"KPMAK6_01420","contig00003","180647","181417","-","771",41,57,48,40,48,35,39,18,25,31,48,35,49,37,22,19,28,33
"1395",-0.0893124966494483,3.37812934145007,-0.489465525643916,0.629672824082687,0.859177766333072,-6.28958838667076,-0.7100123117773,3.37812934145007,-3.81442690464837,0.00103673689949044,0.00531947126153462,-1.14219590423977,-0.0729040786697075,3.37812934145007,-0.363771875023473,0.719727412477143,0.771321290488184,-6.85792901539422,"KPMAK6_01421","contig00003","181509","181892","+","384",48,55,43,45,43,39,50,40,33,55,69,48,59,68,58,45,42,47
"1396",0.190107598385627,5.50713074150289,1.51881418623763,0.143976954085276,0.433871034573652,-5.93400563701941,-0.0552085060025727,5.50713074150289,-0.397359030959726,0.695181435029058,0.820409201586988,-7.32770506139345,-0.262209121737088,5.50713074150289,-1.76080559321385,0.0930793633524011,0.134145258623076,-6.00426576444718,"KPMAK6_01422","contig00003","181924","182607","+","684",256,331,265,238,199,208,196,135,134,270,324,232,173,260,168,199,193,183
"1397",-0.44749387862067,3.53999498950405,-1.90910590031329,0.0702474794428192,0.28692406557809,-4.74427615488707,-0.5378746357891,3.53999498950405,-2.44079121504481,0.023766909895529,0.070983308519368,-4.23991467915064,-1.43128255680403,3.53999498950405,-4.83122200481779,9.34084721350872e-05,0.000261105869765111,1.21315702549172,"KPMAK6_01423","contig00003","182952","184655","+","1704",33,56,61,73,44,66,32,21,19,58,91,74,74,90,68,73,53,77
"1398",0.221532240738144,0.115183965641605,0.387185270926814,0.702581912613773,0.892945995618965,-5.40136175913775,-0.354217004469352,0.115183965641605,-0.676848662402089,0.506016369023583,0.676579435114492,-5.71703153372779,-0.83968989958991,0.115183965641605,-1.2885442523879,0.211811426720215,0.275987357904199,-5.12296817995095,"KPMAK6_01424","contig00003","184699","185658","+","960",6,5,4,12,3,5,2,2,3,4,6,4,7,6,7,4,4,6
"1399",-2.23101287102497,-0.317070693383325,-2.57584423978602,0.0177678714380275,0.120856544714804,-3.10422428864188,-0.0922265085152975,-0.317070693383325,-0.124816675106406,0.901876165349789,0.945802833951712,-5.79653502670246,-0.868667081498609,-0.317070693383325,-1.05431295215867,0.303923890013462,0.376276705352308,-5.34168095093363,"KPMAK6_01425","contig00003","185658","186605","+","948",1,4,0,6,3,4,2,2,2,15,7,4,7,7,1,4,3,6
"1400",-0.202579199550566,1.87089213595496,-0.406648119408866,0.688451587083411,0.886408405553376,-5.88351584855463,0.412274379620197,1.87089213595496,0.696492760470025,0.493888889146504,0.666403253189781,-5.98066805955902,-0.0331242010040915,1.87089213595496,-0.0648717194787648,0.948900248036759,0.961439990789746,-6.53218258985598,"KPMAK6_01426","contig00003","186602","187582","+","981",18,20,13,22,11,19,21,15,17,16,17,40,6,22,9,8,28,29
"1401",-0.35934199222227,3.19492417507215,-1.33659987488496,0.195898994721443,0.507917828342987,-5.49450599325404,-0.20422118376658,3.19492417507215,-0.762498909115797,0.454387367036527,0.63189131385047,-6.50797646982173,-0.782726027660658,3.19492417507215,-2.45416763299398,0.0230975878350331,0.0385702407935976,-4.07144625683318,"KPMAK6_01427","contig00003","187579","188550","+","972",28,50,46,51,37,55,30,29,18,54,73,47,53,49,43,30,48,67
"1402",2.21147211301939,8.44024547324558,18.5821000982399,2.30572571582511e-14,1.59508118938108e-11,23.0652870941036,2.3530172375434,8.44024547324558,21.3731631371162,1.47113290414067e-15,3.75979537929666e-13,25.7723834241203,2.56601410979869,8.44024547324558,22.3660521725677,5.9795453769024e-16,4.11438718433784e-14,26.631923409801,"KPMAK6_01428","contig00003","188916","189443","+","528",2387,2772,2378,5279,5122,5196,4310,3867,3600,607,656,535,875,1006,831,744,800,557
"1403",0.178793857988099,5.64728493713826,1.43107654303267,0.16737350510341,0.468111843287787,-6.04627136227152,0.105143280839957,5.64728493713826,0.824137811136748,0.41928191339202,0.599756404364332,-7.13411093755395,-0.333381556450793,5.64728493713826,-2.35549713206757,0.0284769679132103,0.0464829339386251,-4.98466335177295,"KPMAK6_01429","contig00003","189561","190049","+","489",235,322,266,263,279,301,201,181,125,283,287,233,220,266,209,228,170,269
"1404",-0.184830865441206,3.6688081754471,-0.712019441858976,0.484422653901101,0.768829142586466,-6.27164613499116,0.334141979628774,3.6688081754471,1.2156562746765,0.237835796714135,0.407391143999979,-6.16926555070863,-0.974168340791637,3.6688081754471,-3.14811547506667,0.00492421816278567,0.00962077862383351,-2.76668161032316,"KPMAK6_01430","contig00003","190086","190370","-","285",50,91,51,73,77,68,42,45,21,73,99,65,55,38,66,86,44,95
"1405",0.138890874096551,2.42417241714384,0.337558027265604,0.739104572733439,0.907753335383549,-5.99593146714466,0.655592310093924,2.42417241714384,1.83007578631824,0.0817173985798587,0.185916607960196,-5.01969107664332,-0.186526383773715,2.42417241714384,-0.419959445650681,0.678853794668747,0.737681375984443,-6.48497812471123,"KPMAK6_01431","contig00003","190530","192062","-","1533",21,39,14,70,31,38,19,20,16,29,16,30,21,25,28,18,20,28
"1406",0.547932775436753,3.53586396042802,3.14484672700759,0.00496135881513472,0.0478485700802023,-2.50121823758604,0.22599420233711,3.53586396042802,1.00283752287343,0.327550181749094,0.506325410555123,-6.32836033870916,1.29287115936397,3.53586396042802,4.48414658730001,0.000211893521833588,0.000552591123265727,0.457902124696296,"KPMAK6_01432","contig00003","192179","193096","+","918",87,132,107,69,53,58,59,56,39,67,100,79,44,60,34,18,17,31
"1407",0.53506475376499,1.52718200577498,1.18549500261444,0.249289254395476,0.565006515346504,-5.20144965320111,-0.874025539434382,1.52718200577498,-1.9086020854936,0.0703158701698814,0.165665177876099,-4.57033991550642,0.198111691333899,1.52718200577498,0.373162418120516,0.712831950827893,0.765919735754415,-6.21555196705332,"KPMAK6_01433","contig00003","193170","194159","-","990",20,14,18,18,8,10,14,6,15,12,12,15,16,14,31,11,7,11
"1408",-0.0270701448011716,2.37128847759016,-0.0652226323821989,0.948624241871786,0.986941872067792,-6.11735348076975,0.181439651202221,2.37128847759016,0.438850115785946,0.665328957547731,0.799198861942406,-6.45477951050064,1.94932407387902,2.37128847759016,3.60447359062767,0.00170134305452615,0.00365536756350754,-1.33944042006773,"KPMAK6_01434","contig00003","194180","195598","-","1419",12,36,36,27,33,34,51,38,21,27,25,38,35,23,18,18,11,4
"1409",-1.31609504631925,0.793616503700629,-2.01962742597264,0.0565928348269477,0.251852192799526,-3.91187107661431,0.636347758436815,0.793616503700629,0.949963929268624,0.353120663526477,0.53235915762545,-5.49558518706514,-0.0187121937947594,0.793616503700629,-0.0350006067061781,0.972415491503845,0.979533397691654,-6.30449071521156,"KPMAK6_01435","contig00003","195610","196599","-","990",2,3,10,7,11,7,8,10,14,15,15,7,6,3,5,6,21,10
"1410",-0.559638617116466,2.81540414048298,-1.65324915920515,0.113408444599438,0.379437691526323,-4.85537766517327,-0.355478695493001,2.81540414048298,-1.19577901397726,0.245338301111747,0.416686918375552,-5.97995753816623,0.1191957501642,2.81540414048298,0.375624789877517,0.711027970014315,0.764361053758218,-6.72748611764102,"KPMAK6_01436","contig00003","196895","197794","-","900",26,26,17,26,39,43,55,28,22,40,41,31,26,51,46,31,33,32
"1411",-0.585623319059483,1.46836289052396,-0.963924474068657,0.346240586844595,0.660800914389063,-5.2693606747241,0.159695922441053,1.46836289052396,0.324064016822943,0.749150074023594,0.855531538415596,-6.2495189938663,0.0310531765152391,1.46836289052396,0.0567181398969957,0.955315124677459,0.966297827769303,-6.36719437337358,"KPMAK6_01437","contig00003","198002","198970","+","969",6,17,4,14,26,16,16,7,18,10,17,13,9,17,18,14,5,25
"1412",-0.516668189725886,1.43005799769228,-0.829048046673086,0.416560782542743,0.719331312711359,-5.43175846456229,0.326952288987374,1.43005799769228,0.49180364861634,0.628047040804544,0.770276158134823,-5.98312157218582,0.205443514293712,1.43005799769228,0.380691359495714,0.707321577388144,0.76167634547395,-6.39791226674511,"KPMAK6_01438","contig00003","198982","200265","+","1284",4,17,10,11,20,7,18,25,10,17,12,17,14,4,10,38,8,11
"1413",-0.0101921790253861,1.22539856049866,-0.0170009083084776,0.986599135182216,0.996064251038931,-5.7356441455218,-1.03488422795083,1.22539856049866,-1.66767792081399,0.11047934333154,0.231518658814629,-4.81766844766705,-0.473269592633829,1.22539856049866,-0.762371477694625,0.454461744989299,0.528973364857422,-5.99215391236429,"KPMAK6_01439","contig00003","200255","200734","+","480",8,15,9,8,13,4,22,11,2,8,14,14,14,11,19,18,5,22
"1414",-0.273705173263963,2.23589265582718,-0.698448255320902,0.492690846129823,0.773711750305781,-5.7702590225872,-1.19950486852028,2.23589265582718,-2.96222476215418,0.00752763123907939,0.0283713461096482,-2.69228999931482,0.282424783824972,2.23589265582718,0.746596319484932,0.463726016585257,0.538122709408232,-6.35539689812477,"KPMAK6_01440","contig00003","200731","201612","+","882",21,13,23,10,19,16,20,41,18,28,23,23,39,28,25,25,21,18
"1415",0.0513663915430516,2.34060426957804,0.140564259751613,0.889576728572194,0.970586186613563,-6.01454940469168,0.121569505307218,2.34060426957804,0.315326898356061,0.755678948695008,0.859446687358785,-6.34852480271122,-0.174765530195272,2.34060426957804,-0.548430752183472,0.589278749481523,0.655337556665423,-6.60169062564502,"KPMAK6_01441","contig00003","201612","202595","+","984",18,25,20,27,17,23,31,36,17,32,16,24,15,23,16,24,36,39
"1416",-0.776438758962608,1.97584670833546,-1.79570667948711,0.0871946553402493,0.326144515457524,-4.51467089478517,-0.381151534308074,1.97584670833546,-0.875855833296335,0.391186197710258,0.573632875166927,-6.01503679707776,0.94273232133851,1.97584670833546,1.84881757949527,0.0788587167138585,0.115796096471485,-4.80267841220201,"KPMAK6_01442","contig00003","202592","203422","+","831",19,19,9,21,11,27,34,19,11,28,26,34,14,36,18,8,8,18
"1417",0.14402881468219,0.462046041628546,0.228878227792817,0.821215777870554,0.944958723166091,-5.63110760078746,-1.36881513953654,0.462046041628546,-1.62562426381726,0.119199773409177,0.24539516067781,-4.61423097607565,0.227514535942634,0.462046041628546,0.312694370056762,0.757649830193208,0.801716608566039,-6.04116451488511,"KPMAK6_01443","contig00003","203424","204239","+","816",10,4,17,4,2,2,12,5,4,10,9,7,11,11,2,14,3,4
"1418",-0.545366665177963,2.98282049311845,-1.72049112315299,0.10029971219784,0.353220836854206,-4.73345510932501,0.122930835977156,2.98282049311845,0.469450612394634,0.64366818580712,0.782989790836456,-6.61277277888608,-0.222985480882211,2.98282049311845,-0.899548353991761,0.378734526669267,0.452407790926765,-6.53962114425958,"KPMAK6_01444","contig00003","204269","205687","+","1419",15,28,23,38,49,48,37,57,32,39,43,25,39,43,28,48,53,49
"1419",-0.957511125034763,2.93379238607684,-2.3153301594774,0.0309819029228528,0.172848100818036,-3.68230722667945,-0.234828357021538,2.93379238607684,-0.8304344176299,0.415794519941976,0.596516757158135,-6.46777963817522,-1.37698814678407,2.93379238607684,-4.15859948411409,0.000458528745739468,0.00111303653477328,-0.351644896005588,"KPMAK6_01445","contig00003","206135","206413","+","279",13,12,25,59,45,42,17,41,19,31,39,32,47,61,44,48,59,94
"1420",-0.0929035481658254,9.1450107844106,-0.868818862465069,0.394935386952898,0.70443798829452,-7.0944727590696,-0.29261181876673,9.1450107844106,-2.88649718941934,0.00893168974826217,0.0323021421017002,-4.31440410526986,-0.775822653036633,9.1450107844106,-7.46855229752237,2.71352437125258e-07,1.28880400889492e-06,6.01192626223554,"KPMAK6_01446","contig00003","206579","207487","-","909",1744,2037,1820,3220,3176,3511,2241,2101,1790,2126,2674,1845,3240,4042,3500,3961,3925,3100
"1421",0.28569321643716,3.55438537517346,0.958793591932108,0.348758478857186,0.663481865092936,-6.05475175967456,0.00600419340575442,3.55438537517346,0.0185493258461404,0.985378744904269,0.990035237634359,-6.87154455109952,-1.37409879888155,3.55438537517346,-3.61579999820288,0.00165660446642892,0.0035729939751155,-1.645500431543,"KPMAK6_01447","contig00003","207777","207917","+","141",58,96,62,56,92,40,39,44,10,62,84,49,48,61,48,55,90,88
"1422",-0.297912071457226,3.83553279357882,-1.07634898459665,0.294190020223556,0.614804310274528,-5.80836655965892,-0.464515891728619,3.83553279357882,-2.10681216361056,0.0475490122555158,0.12292656492069,-4.95311054254136,-1.60755824614885,3.83553279357882,-6.4424393558102,2.38440155353386e-06,9.23310471703912e-06,4.68781026652489,"KPMAK6_01448","contig00003","207963","208853","-","891",44,37,48,101,69,60,46,50,28,40,75,62,84,108,85,167,112,118
"1423",-0.732728745452463,0.395395700434151,-0.941417940577141,0.357377853058197,0.671115093549105,-5.19577962152593,-1.78813433091593,0.395395700434151,-1.70705030529062,0.102811270067891,0.219050451152986,-4.44834866629455,1.23357321530394,0.395395700434151,1.58657138487688,0.127809657167105,0.177570393480676,-4.96745701786805,"KPMAK6_01449","contig00003","208994","209701","+","708",3,4,12,12,0,1,22,15,4,7,13,11,13,2,9,3,5,8
"1424",-1.10536888015262,0.534658782018353,-1.69249118487855,0.105592187409499,0.36287037260079,-4.32248230237431,-0.821775208248323,0.534658782018353,-1.57044248861301,0.131514158177447,0.262100440749484,-4.9154227159193,-0.73477382820071,0.534658782018353,-1.1538583729263,0.261742665541106,0.330534796696263,-5.40938373421175,"KPMAK6_01450","contig00003","209703","210359","+","657",2,4,4,8,5,9,7,4,2,13,13,3,14,12,9,13,6,5
"1425",0.013846386396053,2.58926928114051,0.0459668453552656,0.963778451403962,0.989670532421732,-6.20041325841238,-0.468810684468794,2.58926928114051,-1.42795680931747,0.168258972626021,0.316509021913701,-5.55121721244173,0.444282273207766,2.58926928114051,1.27896813069394,0.215099165393354,0.279660179424935,-5.85262692183266,"KPMAK6_01451","contig00003","210369","211550","+","1182",45,25,27,31,21,23,36,28,21,37,32,33,22,39,32,17,18,31
"1426",-0.46221936754775,2.30153533183395,-1.42494553314243,0.169117234281398,0.471018264861579,-5.11857700788684,-0.322944278230633,2.30153533183395,-0.948848043097647,0.353674580332603,0.533044502287301,-6.01043031152196,-0.262662867132242,2.30153533183395,-0.740110709834533,0.467567375429432,0.541176213916273,-6.31196970762446,"KPMAK6_01452","contig00003","211562","212485","+","924",22,23,17,15,34,19,26,15,16,26,39,30,22,25,24,25,15,32
"1427",-0.00691005067229478,2.9270607406549,-0.0210780384873559,0.983385812281038,0.995441654943858,-6.28220364841916,-0.193487165729239,2.9270607406549,-0.571971835845791,0.573517429813488,0.730092041226041,-6.51796160491261,-0.0439728368216676,2.9270607406549,-0.120129771408557,0.905541845545663,0.925722492389252,-6.77142012974715,"KPMAK6_01453","contig00003","212533","213924","+","1392",36,44,33,25,50,39,41,39,15,41,61,27,28,47,37,41,39,22
"1428",-0.0350446163877516,3.65839785798259,-0.154177719196523,0.878966962491812,0.967675012860217,-6.55319940007648,0.478625208724581,3.65839785798259,1.79359518987873,0.087541297871005,0.195845829793115,-5.29640163636239,0.920053253291425,3.65839785798259,3.35544831966354,0.00304765600322866,0.00620044343037462,-2.32836942261286,"KPMAK6_01454","contig00003","213948","214718","+","771",75,62,75,70,82,52,100,71,44,78,73,90,45,41,42,35,41,39
"1429",1.11004870280221,4.46046714109297,5.23508663475966,3.63587752924976e-05,0.000920460127334126,2.13904382805123,1.32016769398023,4.46046714109297,4.92750605343808,7.45105556178211e-05,0.000552345513813323,1.26839138774108,0.890602831887132,4.46046714109297,3.08637250472316,0.00567349333323779,0.0109570488375269,-3.07611188966411,"KPMAK6_01455","contig00003","214738","215610","-","873",216,214,228,175,175,136,134,143,46,115,123,98,46,69,57,81,47,46
"1430",2.70634332037615,6.48947454620455,19.0408261539046,1.43118998611781e-14,1.28019944258238e-11,23.5435666488558,7.27707355208396,6.48947454620455,15.9994426525356,4.17722849109595e-13,5.21376402597952e-11,19.5766908749855,6.15161595098404,6.48947454620455,13.9269087305372,5.8019839701508e-12,9.94864152325857e-11,17.4779807238646,"KPMAK6_01456","contig00003","215717","216496","+","780",4102,4423,3873,3263,4011,2884,1765,1652,992,670,825,610,61,14,8,19,22,21
"1431",2.39718811393798,7.99290355697884,19.0768911710634,1.37912749415986e-14,1.28019944258238e-11,23.5948874102649,6.19601241465896,7.99290355697884,26.1988159181646,2.54055605387821e-17,1.04885879547418e-14,29.5106477155137,5.64266477308558,7.99290355697884,23.5672838374747,2.11130245149607e-16,1.88856004286323e-14,27.6853336399019,"KPMAK6_01457","contig00003","216506","218185","+","1680",7737,8788,7776,6981,8791,6135,5163,4838,2676,1531,1886,1683,73,115,76,95,78,82
"1432",1.67559177641422,8.36363547994208,13.5809750794841,9.28668260860078e-12,3.11278664251817e-09,17.0277858338314,5.92057696257893,8.36363547994208,26.4264450015524,2.1355830700051e-17,9.55139528059779e-15,29.7828517404599,5.06200095306072,8.36363547994208,24.5738296724058,9.16088926171455e-17,1.04609558867281e-14,28.5735656811404,"KPMAK6_01458","contig00003","218209","218979","+","771",8848,10285,8511,6907,8586,6623,5669,5138,2929,2570,3934,3146,115,135,77,147,133,134
"1433",0.728691342818431,3.44788009397754,2.01798094292378,0.0567775281427184,0.252311927393021,-4.52834841470952,0.195765928335776,3.44788009397754,0.549241794206323,0.588732182233794,0.741892820963969,-6.71552532264215,-1.36411275799546,3.44788009397754,-3.23727806123711,0.00400910896459326,0.0079958706105433,-2.49110506628798,"KPMAK6_01459","contig00003","219373","220014","+","642",71,72,61,65,50,78,28,28,22,39,63,35,51,50,46,102,106,34
"1434",0.270526995187353,2.14259540088688,0.643182929260091,0.527186118748736,0.795139435385055,-5.67698489924425,-0.684944600021854,2.14259540088688,-2.60674607109767,0.0166113103631931,0.0538246569637176,-3.72385196862924,-3.77446272809356,2.14259540088688,-6.48814207836,2.15805727475046e-06,8.45422875444212e-06,4.93781601948416,"KPMAK6_01460","contig00003","220143","220679","-","537",18,16,16,39,29,42,2,4,3,8,29,13,50,52,54,64,38,43
"1435",0.20850473411737,4.58386094986362,0.871888373902045,0.393297137196521,0.703139818565533,-6.28014654190105,-0.52246660007339,4.58386094986362,-2.95442994977388,0.00766173160076962,0.0287154423891973,-3.60522335336128,-2.25972536982003,4.58386094986362,-7.46191489248148,2.75069782904888e-07,1.30134407418068e-06,6.89149276533663,"KPMAK6_01461","contig00003","220755","223871","-","3117",79,142,81,186,153,206,21,48,35,86,115,82,229,236,225,192,167,133
"1438",0.68520048703201,3.41870055067933,1.80120687395801,0.0862972688334794,0.32456723323706,-4.69206084352481,0.24460416088956,3.41870055067933,0.841421256762789,0.409753633749458,0.59037523552573,-6.5401950269768,-0.624218364275557,3.41870055067933,-2.16226559085846,0.0424970120316813,0.0665348493506515,-4.88820444493812,"KPMAK6_01464","contig00003","225662","226399","+","738",35,39,51,80,45,94,52,51,43,30,44,15,36,70,54,93,81,64
"1439",0.968063869884976,3.24746589525579,2.75758435944522,0.0119160915799603,0.0894456832302756,-2.93844747253126,0.0181074319620977,3.24746589525579,0.0633719558926014,0.950079942159545,0.971389247977204,-6.79081324272353,-0.944084362121066,3.24746589525579,-3.63237915950268,0.00159320274219952,0.00344370483986502,-1.76083049177723,"KPMAK6_01465","contig00003","226396","227457","+","1062",35,42,47,55,50,45,35,37,62,19,24,27,30,55,49,93,87,73
"1441",0.344747448682501,1.08354032235725,0.499044377203892,0.623024606539293,0.854322158665925,-5.44558359066242,-0.497392547192376,1.08354032235725,-0.920723647616201,0.367829919688783,0.548983086476556,-5.77118895978,-1.3635154051981,1.08354032235725,-2.32078087581548,0.0306304587367258,0.0495057172545523,-3.86352110678337,"KPMAK6_01467","contig00003","228626","229663","-","1038",6,6,9,25,6,8,10,11,2,5,4,11,9,12,24,21,14,21
"1442",0.806124487843832,0.998316692857208,1.12791640667421,0.272294353154054,0.590792009384293,-4.97790472433664,0.154731992398372,0.998316692857208,0.325097204412501,0.748379281356102,0.855313373730451,-6.24943536789736,-2.32252366155408,0.998316692857208,-3.30997361785919,0.00338754092205213,0.00684007980761993,-1.77097570328543,"KPMAK6_01468","contig00003","229842","230204","-","363",3,5,27,20,16,18,1,6,4,5,6,3,11,17,15,18,21,14
"1443",0.225230059279032,4.05133590062314,0.958079507746705,0.34910989137739,0.663481865092936,-6.05635560352639,-0.695393425001109,4.05133590062314,-3.61304619008542,0.00166737389560693,0.00793332951925746,-1.8912481069773,-1.39296851428823,4.05133590062314,-5.52611476242076,1.85815221358448e-05,5.96453524539945e-05,2.65258949812631,"KPMAK6_01469","contig00003","230986","231375","-","390",66,71,70,113,70,94,33,49,36,67,75,54,96,148,155,121,98,100
"1444",0.678802844470844,3.05131274973382,2.05739028947579,0.0525016466169103,0.241285301363327,-4.32518368317496,-0.0561978229489686,3.05131274973382,-0.189773540083209,0.85134020559314,0.916227353263758,-6.78693239016005,-2.43767919826218,3.05131274973382,-5.82281484584603,9.45652519537936e-06,3.23062830831324e-05,3.58374931726262,"KPMAK6_01470","contig00003","231720","232196","-","477",46,44,49,49,43,58,11,15,13,30,36,29,69,48,29,69,100,61
"1445",-0.138570743917075,3.27103047685474,-0.508361471260073,0.616589565283626,0.851359968324471,-6.3348244513181,-0.233244473794564,3.27103047685474,-0.7808948441987,0.44372773338062,0.620988020371309,-6.50166103872449,0.191151518898083,3.27103047685474,0.524342043670972,0.605625790589972,0.670473757182122,-6.64616009770127,"KPMAK6_01471","contig00003","232549","233391","-","843",44,44,83,56,48,40,54,21,31,51,79,69,38,62,51,31,28,31
